6.46	-0.27	7.27	0.04	0.02	-0.01	
6.61	-0.46	7.17	0.09	0.02	-0.02	
6.57	-0.43	7.48	0.07	0.04	0.01	
6.46	-0.34	7.06	0.03	0.15	-0.01	
6.53	-0.51	7.18	0.08	0.02	-0.01	
6.39	-0.35	7.35	0.10	-0.00	-0.02	
6.57	-0.27	7.39	0.05	0.04	-0.01	
6.52	-0.29	7.36	0.05	0.08	-0.02	
6.55	-0.34	7.27	0.07	0.02	-0.00	
6.57	-0.42	7.21	0.09	-0.01	-0.00	
6.57	-0.32	7.44	0.06	0.04	-0.01	
6.61	-0.33	7.29	0.10	0.05	-0.02	
6.66	-0.39	7.39	0.06	0.02	-0.01	
6.63	-0.30	7.32	0.03	0.07	-0.01	
6.55	-0.33	7.37	0.06	0.03	-0.00	
6.46	-0.30	7.24	0.08	0.03	-0.01	
6.62	-0.27	7.29	0.10	-0.03	-0.01	
6.52	-0.29	7.32	0.03	0.04	-0.01	
6.60	-0.29	7.24	0.05	0.05	-0.00	
6.68	-0.25	7.21	0.09	0.02	-0.01	
6.63	-0.36	7.33	0.11	0.04	0.00	
6.58	-0.20	7.25	0.06	0.03	-0.00	
6.56	-0.25	7.21	0.05	0.04	-0.00	
6.63	-0.40	7.07	0.08	0.04	-0.01	
6.66	-0.31	7.25	0.09	0.06	-0.01	
6.70	-0.19	7.26	0.06	0.07	-0.00	
6.58	-0.28	7.19	0.06	0.04	-0.01	
6.61	-0.34	7.15	0.09	0.07	-0.02	
6.60	-0.27	7.23	0.08	0.02	-0.02	
6.67	-0.33	7.35	0.11	0.05	-0.01	
6.76	-0.32	7.19	0.04	0.01	-0.00	
6.76	-0.36	7.09	0.05	0.01	0.01	
6.52	-0.25	7.20	0.06	0.06	-0.01	
6.57	-0.30	7.32	0.05	0.09	-0.01	
6.68	-0.31	7.20	0.10	-0.01	-0.01	
6.65	-0.33	7.28	0.08	0.04	-0.01	
6.65	-0.33	7.29	0.03	0.07	-0.01	
6.62	-0.27	7.19	0.06	0.06	-0.01	
6.60	-0.33	7.24	0.07	0.05	-0.01	
6.65	-0.46	7.20	0.06	0.04	-0.00	
6.74	-0.41	7.29	0.05	0.02	-0.00	
6.54	-0.44	7.27	0.03	0.03	0.00	
6.61	-0.52	7.02	0.05	0.04	-0.01	
6.72	-0.38	7.07	0.11	0.09	-0.01	
6.64	-0.32	7.19	0.07	0.07	-0.01	
6.64	-0.31	7.20	0.03	0.08	-0.01	
6.68	-0.32	7.08	0.03	0.08	-0.00	
6.64	-0.34	6.93	0.09	0.07	-0.02	
6.65	-0.21	7.30	0.10	0.02	-0.03	
6.74	-0.33	7.29	0.06	0.06	-0.00	
6.64	-0.42	7.17	0.04	0.02	-0.01	
6.76	-0.34	7.09	0.10	0.02	-0.01	
6.71	-0.42	7.26	0.09	0.03	-0.01	
6.62	-0.33	7.05	0.05	0.07	-0.01	
6.72	-0.37	7.25	0.07	0.15	-0.02	
6.78	-0.20	7.05	0.09	0.04	-0.02	
6.57	-0.32	7.22	0.08	0.09	-0.01	
6.75	-0.27	7.17	0.05	0.09	-0.01	
6.71	-0.46	7.25	0.04	0.11	-0.00	
6.77	-0.40	7.14	0.11	0.05	-0.01	
6.80	-0.22	7.34	0.08	0.03	-0.01	
6.61	-0.33	7.24	0.03	0.03	0.00	
6.61	-0.33	7.20	0.06	0.05	-0.01	
6.65	-0.33	7.18	0.07	0.03	-0.02	
6.59	-0.30	7.17	0.09	0.03	0.00	
6.69	-0.41	7.08	0.05	0.06	-0.02	
6.63	-0.32	7.16	0.06	0.06	-0.01	
6.74	-0.31	7.20	0.08	0.07	-0.01	
6.70	-0.29	7.26	0.06	0.05	-0.01	
6.60	-0.37	7.16	0.05	0.04	-0.01	
6.66	-0.31	7.21	0.07	0.07	-0.01	
6.60	-0.30	7.27	0.07	0.06	-0.01	
6.65	-0.44	7.28	0.07	0.06	-0.01	
6.59	-0.27	7.19	0.06	0.06	-0.01	
-0.01	-0.01	-0.01	0.11	0.07	-0.01	
6.74	-0.21	7.16	0.06	0.04	-0.01	
6.69	-0.28	7.19	0.07	0.07	-0.01	
6.70	-0.30	7.24	0.08	0.05	-0.01	
6.67	-0.31	7.21	0.07	0.02	-0.01	
6.69	-0.28	7.28	0.08	0.03	-0.01	
6.65	-0.29	7.11	0.06	0.05	-0.01	
6.70	-0.31	7.26	0.08	0.02	-0.01	
6.65	-0.29	7.14	0.06	0.05	-0.02	
6.66	-0.23	7.16	0.07	0.04	-0.01	
6.73	-0.24	7.21	0.07	0.04	-0.01	
-0.01	-0.01	-0.01	0.04	0.06	0.00	
6.69	-0.46	7.07	0.04	0.08	-0.00	
6.65	-0.33	7.24	0.08	0.07	-0.02	
6.57	-0.10	7.12	0.04	0.07	-0.01	
6.56	-0.40	7.15	0.09	0.23	-0.05	
6.27	-0.27	7.65	0.01	0.45	-0.08	
6.77	-0.19	8.57	-0.09	1.18	-0.17	
5.34	0.03	8.32	-0.29	2.59	-0.27	
4.00	-0.29	8.79	-0.32	2.64	-0.15	
2.34	-0.66	8.67	-0.09	2.56	-0.00	
0.20	-1.13	10.08	0.05	2.74	-0.05	
-2.13	0.60	8.83	0.21	3.59	-0.12	
-4.16	-0.59	9.77	0.07	2.31	0.08	
-4.39	-0.41	7.76	0.10	1.84	0.05	
-6.83	-0.52	7.57	0.30	1.94	0.10	
-6.72	-0.19	6.99	0.34	1.56	-0.03	
-6.71	0.02	5.96	0.31	1.73	0.01	
-7.86	0.01	5.47	0.29	0.88	0.03	
-7.69	0.34	5.13	-0.39	-1.38	-0.01	
-6.21	-2.88	6.56	-0.91	-4.75	-0.15	
-3.37	0.97	9.33	0.86	-4.63	-0.07	
0.09	0.29	10.47	-0.34	-3.86	0.15	
-0.67	-0.80	8.46	0.38	-3.32	0.19	
3.51	-1.27	8.89	0.22	-2.86	0.25	
6.87	1.20	9.10	0.45	-3.31	-0.03	
8.55	0.30	6.75	0.38	-3.18	0.31	
9.99	-1.62	6.08	-0.35	-1.96	0.40	
8.95	-0.57	6.24	-0.29	0.96	0.02	
7.91	0.45	5.46	-0.58	5.20	-0.34	
4.61	-0.30	8.65	-0.47	4.98	-0.15	
1.25	-0.61	8.70	0.43	4.77	-0.15	
-1.41	0.55	8.82	-0.43	4.10	-0.12	
-4.42	-0.46	7.66	0.08	3.70	-0.03	
-5.25	-0.90	7.05	0.47	3.79	0.33	
-7.93	-0.12	5.47	0.26	2.61	0.29	
-9.37	-0.29	5.62	0.16	0.51	0.05	
-8.31	-0.43	4.65	-0.60	-3.20	-0.12	
-5.93	-0.58	7.70	-1.05	-4.48	-0.41	
-3.34	-1.49	8.24	0.54	-2.06	-0.24	
-1.17	0.13	7.75	-0.27	-4.42	-0.30	
0.58	-0.97	9.60	0.94	-3.40	-0.20	
5.13	1.15	8.66	1.01	-3.81	0.05	
6.07	0.57	8.61	0.67	-3.02	0.34	
8.24	0.00	7.59	0.10	-2.65	0.24	
10.97	-0.40	5.41	-0.23	-0.95	0.08	
9.44	0.18	7.10	-0.01	1.69	0.02	
6.72	1.12	5.33	-0.20	5.22	-0.45	
1.94	-0.30	9.79	-0.28	2.47	0.04	
0.95	0.06	9.30	-0.32	3.93	-0.15	
-1.66	-0.31	9.32	-0.23	3.77	-0.01	
-3.95	0.46	6.64	-0.23	4.57	0.10	
-6.93	-1.46	4.94	0.19	4.43	-0.04	
-7.50	-0.98	4.54	0.39	4.23	0.07	
-10.35	1.22	2.85	0.31	1.65	0.33	
-10.31	0.25	3.54	-0.17	-2.70	-0.03	
-8.07	-0.92	4.11	-0.03	-4.75	0.18	
-6.26	-0.44	7.93	0.10	-3.79	0.09	
-2.48	-1.26	7.08	-0.40	-4.38	-0.01	
-0.83	-0.71	9.38	0.41	-3.47	0.13	
2.49	1.07	10.49	0.06	-4.03	0.04	
6.79	0.18	7.26	0.23	-3.10	-0.36	
6.79	-0.66	8.29	0.46	-2.87	-0.20	
7.94	0.59	6.20	0.16	-1.95	0.17	
8.74	-0.01	6.39	0.05	-0.95	0.21	
8.07	-0.25	5.72	0.03	0.09	-0.01	
8.13	-0.30	5.74	-0.10	0.42	0.04	
7.49	-0.67	5.54	0.05	0.85	-0.05	
7.29	-0.72	6.39	0.06	0.86	-0.02	
7.85	-0.13	6.75	0.06	0.64	-0.03	
6.78	-0.45	6.74	0.03	0.86	-0.03	
6.12	-0.29	8.01	-0.01	1.05	-0.10	
5.57	-0.49	7.46	0.01	0.74	-0.04	
5.37	-0.46	7.30	-0.05	1.06	-0.06	
5.37	-0.32	8.63	-0.03	1.02	-0.09	
4.48	-0.55	8.84	-0.12	1.01	-0.03	
3.65	-0.93	8.97	-0.13	1.39	-0.07	
3.45	0.02	9.12	0.13	1.06	-0.08	
2.33	-0.59	9.48	0.03	0.90	-0.02	
2.05	-0.66	9.42	-0.16	1.41	0.02	
1.23	-0.37	9.62	0.06	1.02	0.04	
1.38	-0.77	9.22	0.15	1.15	0.02	
-0.04	-0.54	9.55	0.09	1.25	-0.04	
-0.09	-0.37	10.06	-0.04	1.02	-0.03	
-1.35	-0.77	9.14	0.00	1.14	-0.16	
-2.06	0.07	9.32	0.17	1.17	-0.02	
-4.50	-1.06	10.38	0.02	1.17	0.00	
-3.45	-0.70	8.97	0.03	0.97	-0.03	
-4.60	-0.35	9.27	0.20	1.18	-0.05	
-4.35	-0.23	8.63	0.18	0.72	-0.03	
-4.37	0.03	8.46	0.07	0.68	0.02	
-5.25	-0.60	7.91	0.14	0.67	-0.01	
-5.27	-0.29	7.79	0.21	0.79	0.00	
-5.57	-0.10	7.57	0.13	0.66	-0.01	
-5.85	-0.09	7.70	-0.07	0.37	0.04	
-7.01	-0.43	7.14	0.11	0.57	0.04	
-6.91	0.01	6.92	0.10	0.73	-0.02	
-6.38	-0.44	6.22	0.09	0.61	-0.02	
-7.20	-0.42	6.03	0.06	-0.01	-0.04	
-6.70	-0.49	6.90	0.04	-0.67	-0.00	
-6.73	-0.07	7.37	-0.06	-1.21	0.01	
-6.03	-0.19	7.50	0.13	-0.89	0.02	
-4.67	-0.44	7.87	-0.01	-1.05	-0.00	
-4.60	-0.23	8.66	-0.17	-1.41	0.00	
-4.41	-0.54	8.77	0.05	-0.69	0.03	
-3.62	-0.68	8.97	0.04	-0.44	-0.02	
-2.93	-0.33	9.02	0.05	-0.62	0.01	
-3.26	-0.56	9.30	0.11	-0.55	0.05	
-2.32	-0.69	9.26	-0.01	-0.75	-0.02	
-1.58	-0.34	9.76	0.05	-0.90	-0.01	
-1.54	-0.62	9.47	0.08	-0.40	0.01	
-0.93	-0.82	9.79	0.04	-0.46	-0.00	
-0.63	-0.66	9.90	0.05	-0.66	0.00	
-0.04	-0.67	9.69	0.09	-0.38	-0.01	
0.15	-0.35	9.81	0.14	-0.65	0.02	
0.09	-0.57	9.86	0.10	-0.87	0.02	
1.00	-0.87	9.55	0.07	-0.62	0.03	
1.74	-0.58	9.70	0.09	-0.52	0.01	
2.00	0.11	9.56	0.07	-0.69	0.06	
2.56	-0.69	9.60	0.12	-0.67	-0.01	
3.05	-0.56	9.68	0.15	-0.66	-0.03	
3.38	-0.76	9.61	0.19	-0.78	0.03	
3.93	-0.33	8.99	0.18	-0.48	0.03	
4.51	-0.29	9.24	0.10	-0.54	0.01	
4.60	-0.38	8.74	0.07	-0.64	0.10	
4.62	-0.36	8.41	0.12	-0.50	0.04	
5.54	-0.19	8.33	0.07	-0.50	0.07	
5.42	-0.35	8.39	0.04	-0.51	0.12	
5.49	-0.29	7.83	0.07	-0.55	0.04	
6.21	-0.62	7.91	0.01	-0.36	-0.00	
6.66	-1.67	7.83	-0.01	-0.63	0.06	
6.19	-0.64	6.89	0.16	-0.23	-0.00	
7.07	-0.74	6.97	0.04	-0.53	0.02	
6.69	-0.36	6.83	0.13	-0.66	0.05	
7.35	-0.76	6.29	0.08	-0.73	0.13	
7.35	-0.62	6.46	0.04	0.12	-0.03	
7.70	-0.81	6.39	0.06	0.35	-0.08	
7.40	-0.68	6.63	0.02	0.63	-0.07	
6.57	-0.54	6.97	0.06	0.91	-0.11	
6.65	-0.49	7.02	0.12	0.48	-0.05	
6.42	-0.53	7.24	0.03	0.19	-0.02	
6.14	-0.60	7.31	0.06	0.48	-0.04	
6.04	-0.40	7.90	0.09	0.66	-0.04	
5.82	-0.96	8.50	0.08	0.23	-0.07	
5.94	-0.67	7.60	-0.01	0.35	-0.05	
5.37	-0.24	7.96	0.06	0.54	-0.05	
5.21	-0.48	8.59	0.02	0.81	-0.08	
5.18	-0.41	8.10	-0.01	0.31	-0.02	
4.82	-0.42	8.64	0.03	0.33	-0.01	
4.38	-0.66	8.30	0.04	0.64	-0.02	
4.42	-0.56	8.65	0.01	0.61	-0.03	
4.00	-0.56	9.05	0.05	0.56	-0.06	
3.55	-0.42	9.18	0.04	0.64	-0.05	
3.57	-0.57	9.21	0.12	0.68	-0.01	
3.20	-0.35	9.42	0.16	0.41	0.00	
2.66	-0.58	9.30	0.06	0.46	-0.03	
2.70	-0.60	9.41	-0.03	0.75	-0.07	
2.34	-0.31	9.50	0.06	0.62	-0.03	
1.55	-0.30	9.79	0.15	0.47	-0.04	
1.37	-0.59	9.47	0.11	0.53	-0.02	
1.28	-0.22	9.83	0.03	0.41	-0.03	
1.26	-0.07	9.58	0.25	0.40	-0.04	
0.80	-0.19	9.81	0.13	0.59	-0.05	
0.33	-0.44	9.75	0.03	0.32	-0.01	
0.25	-0.07	9.71	0.03	0.35	-0.04	
0.05	-0.21	9.92	0.05	0.36	-0.03	
0.19	-0.25	9.80	0.03	0.22	-0.04	
-0.03	-0.46	9.34	-0.02	0.22	-0.02	
-0.36	-0.41	9.80	0.11	0.20	-0.00	
-0.33	-0.31	9.86	0.11	0.12	-0.01	
